ANO,RA,IDADE,GENERO,ANO_INGRESSO,FASE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,ATINGIU_PV,INDE,PEDRA,DEFASAGEM
2024,RA-990,10,Masculino,2023,1A,5.0,8.0,7.5,9.502,7.51,8.4375,8.336666667,,7.812283333400001,Ametista,-1
2024,RA-1394,10,Feminino,2024,1A,5.0,5.75,8.6944444445,9.502,7.51,8.125,8.003333333,,7.503255555500002,Ametista,-1
2024,RA-991,10,Feminino,2023,1A,5.0,6.5,8.181818182,9.002,6.26,7.5,6.723333333,,7.057230303000001,Ametista,-1
2024,RA-1018,10,Masculino,2023,1A,5.0,8.25,7.727272727,8.502,6.26,8.4375,8.45,,7.7054045454,Ametista,-1
2024,RA-1395,9,Feminino,2024,1A,10.0,7.75,10.0,9.502,7.51,7.8125,7.836666667,,8.5997833334,Topázio,0
2024,RA-1396,11,Feminino,2024,1A,5.0,6.5,10.0,9.502,7.51,8.125,7.67,,7.8477,Ametista,-1
2024,RA-1025,10,Masculino,2023,1A,5.0,9.0,7.727272727,9.002,7.51,8.4375,7.783333333,,7.897071212,Ametista,-1
2024,RA-1019,9,Feminino,2023,1A,10.0,8.75,9.3073593075,9.502,6.26,7.8125,8.616666667,,8.692255194900001,Topázio,0
2024,RA-879,10,Feminino,2023,1A,5.0,8.5,9.090909091,9.502,6.26,7.8125,8.67,,8.1096318182,Topázio,-1
2024,RA-1020,10,Feminino,2023,1A,10.0,9.0,9.7727272725,9.002,6.88,8.4375,8.84,,8.9544954545,Topázio,0
2024,RA-1021,10,Masculino,2023,1A,5.0,8.0,9.318181818,9.502,7.51,8.4375,7.95,,8.0985863636,Topázio,-1
2024,RA-1022,10,Masculino,2023,1A,5.0,6.5,9.318181818,9.502,6.26,7.5,8.116666667,,7.613169697000002,Ametista,-1
2024,RA-1397,10,Feminino,2024,1A,5.0,7.0,10.0,9.002,6.26,8.125,7.946666667,,7.8280333334000005,Ametista,-1
2024,RA-699,11,Masculino,2022,1A,5.0,6.5,7.727272727000001,6.334,6.26,6.5625,5.833333333,,6.427771212000001,Agata,-1
2024,RA-1398,11,Feminino,2024,1B,5.0,8.0,9.555335968,6.918,7.51,8.125,8.616666667,,7.989700527000001,Ametista,-1
2024,RA-871,10,Masculino,2023,1B,10.0,7.25,9.328063240999999,8.502,4.38,5.3125,5.783333333,,7.2917293147999995,Ametista,0
2024,RA-1399,11,Feminino,2024,1B,5.0,6.0,9.7727272725,9.002,5.005,7.5,8.166666667,,7.438578787899999,Ametista,-1
2024,RA-873,12,Feminino,2023,1B,5.0,6.75,10.0,8.002,6.88,7.1875,7.77,,7.61095,Ametista,-2
2024,RA-898,10,Masculino,2023,1B,5.0,7.5,10.0,6.418,7.51,7.5,8.616666667,,7.8661333334000005,Ametista,-1
2024,RA-750,12,Masculino,2021,1B,5.0,3.75,5.938735178,6.249,4.38,4.0625,3.176666667,,4.542230369,Quartzo,-2
2024,RA-899,9,Masculino,2023,1B,10.0,8.25,9.1007905135,10.002,5.635,8.125,7.893333333,,8.425024769300002,Topázio,0
2024,RA-878,11,Masculino,2023,1B,5.0,6.75,6.1363636360000005,9.002,4.38,7.1875,6.996666667,,6.5335560606000005,Agata,-1
2024,RA-893,10,Masculino,2023,1B,10.0,9.25,10.0,9.002,7.51,8.125,7.886666667,,8.8910333334,Topázio,0
2024,RA-1024,11,Feminino,2023,1B,5.0,10.0,10.0,8.002,7.51,8.4375,8.783333333,,8.6516166666,Topázio,-1
2024,RA-900,9,Feminino,2023,1B,10.0,8.5,9.318181818,9.002,8.13,8.125,8.563333333,,8.802003030200002,Topázio,0
2024,RA-903,9,Feminino,2023,1B,10.0,5.0,9.7727272725,10.002,7.505,7.8125,7.946666667,,8.0758287879,Topázio,0
2024,RA-1400,9,Masculino,2024,1B,10.0,7.25,6.6501976285,8.418,7.51,7.5,7.5,,7.622839525700001,Ametista,0
2024,RA-851,10,Masculino,2022,1B,5.0,6.0,7.3221343875,9.002,5.63,5.625,5.106666667,,6.2114602109,Agata,-1
2024,RA-1028,12,Masculino,2023,1B,5.0,7.5,7.055335968,8.002,5.63,6.875,8.393333333,,7.1404338602,Ametista,-2
2024,RA-922,9,Feminino,2023,1C,10.0,7.75,9.5227272725,9.002,7.51,7.8125,8.17,,8.5209954545,Topázio,0
2024,RA-684,9,Masculino,2022,1C,10.0,4.25,9.090909091,10.002,7.51,7.5,8.0,,7.769381818200001,Ametista,0
2024,RA-1031,11,Masculino,2023,1C,5.0,6.25,8.6363636365,9.502,7.51,5.3125,5.83,,6.8757227273,Agata,-1
2024,RA-892,9,Masculino,2023,1C,10.0,8.75,10.0,8.002,7.51,8.125,7.92,,8.697700000000001,Topázio,0
2024,RA-1029,10,Feminino,2023,1C,5.0,8.75,8.7954545455,9.002,6.885,7.5,7.25,,7.797790909100001,Ametista,-1
2024,RA-1032,11,Masculino,2023,1C,5.0,8.0,9.75,8.502,7.51,7.8125,7.92,,8.01645,Topázio,-1
2024,RA-894,10,Feminino,2023,1C,5.0,9.5,10.0,10.002,7.51,8.4375,8.42,,8.67895,Topázio,-1
2024,RA-1401,13,Masculino,2024,1C,5.0,10.0,8.888888889,6.918,7.51,7.8125,8.085,,8.1188277778,Topázio,-2
2024,RA-896,8,Masculino,2023,1C,10.0,6.5,9.7727272725,8.502,7.51,8.125,8.085,,8.2852454545,Topázio,0
2024,RA-693,9,Feminino,2022,1C,10.0,8.0,9.5227272725,10.002,9.38,7.8125,8.42,,8.9079954545,Topázio,0
2024,RA-743,11,Feminino,2022,1C,5.0,7.0,9.2727272725,9.002,7.51,7.5,7.5,,7.655745454500001,Ametista,-1
2024,RA-681,11,Masculino,2022,1C,5.0,2.5,7.840909091,9.502,6.26,5.625,6.665,,6.0398818182000005,Agata,-1
2024,RA-1035,10,Masculino,2023,1C,5.0,7.0,9.0227272725,9.502,7.51,8.4375,7.92,,7.833495454500001,Ametista,-1
2024,RA-850,10,Masculino,2022,1C,5.0,7.75,9.2727272725,10.002,6.255,7.5,7.92,,7.864245454500001,Ametista,-1
2024,RA-1402,10,Feminino,2024,1D,10.0,7.25,9.5454545455,10.002,7.51,8.4375,8.17,,8.588040909100002,Topázio,0
2024,RA-1403,11,Feminino,2024,1D,5.0,8.75,9.3073593075,9.002,7.51,8.4375,8.255,,8.257421861500001,Topázio,-1
2024,RA-1404,9,Feminino,2024,1D,10.0,7.5,9.090909091,8.502,7.51,8.4375,8.17,,8.3971318182,Topázio,0
2024,RA-923,9,Feminino,2023,1D,10.0,5.5,7.9545454545,8.002,7.51,8.125,8.17,,7.688609090900001,Ametista,0
2024,RA-847,11,Masculino,2022,1D,5.0,1.0,4.5454545455,9.002,5.01,7.5,6.245,,5.009290909100001,Quartzo,-1
2024,RA-1405,10,Feminino,2024,1D,10.0,8.75,8.6363636365,8.002,7.51,8.125,8.17,,8.4749727273,Topázio,0
2024,RA-1406,10,Feminino,2024,1D,5.0,7.5,8.8636363635,8.002,7.51,8.4375,8.255,,7.8186772727000005,Ametista,-1
2024,RA-1407,10,Masculino,2024,1D,5.0,5.75,9.318181818,10.002,7.51,7.8125,7.5,,7.546086363600001,Ametista,-1
2024,RA-1408,11,Masculino,2024,1D,5.0,6.75,8.409090909,10.002,7.51,8.4375,7.5,,7.626768181800001,Ametista,-1
2024,RA-1409,10,Masculino,2024,1D,5.0,7.25,9.0909090905,10.002,7.51,8.4375,7.5,,7.863131818100001,Ametista,-1
2024,RA-1410,11,Masculino,2024,1E,5.0,6.25,8.1136363635,9.002,7.51,8.75,8.165,,7.5319272727,Ametista,-1
2024,RA-874,10,Masculino,2023,1E,5.0,7.75,4.696969697,9.502,6.26,8.75,7.915,,7.0235939394,Ametista,-1
2024,RA-1411,11,Masculino,2024,1E,5.0,2.75,9.5,9.002,6.26,8.4375,7.835,,6.886950000000001,Agata,-1
2024,RA-1412,10,Masculino,2024,1E,10.0,9.75,9.3073593075,10.002,7.51,8.75,8.835,,9.204671861500001,Topázio,0
2024,RA-690,11,Feminino,2022,1E,5.0,6.25,8.409090909,7.918,7.51,8.4375,7.835,,7.3853681818000005,Ametista,-1
2024,RA-1413,12,Masculino,2024,1E,5.0,7.25,8.593073593,9.002,7.51,8.4375,7.92,,7.747564718600001,Ametista,-2
2024,RA-1414,10,Feminino,2024,1E,10.0,8.5,9.2965367965,9.502,6.885,8.75,8.835,,8.840007359300001,Topázio,0
2024,RA-995,12,Feminino,2023,1E,5.0,2.0,5.3896103895,10.002,5.635,7.1875,4.25,,5.110372077899999,Quartzo,-2
2024,RA-853,10,Feminino,2022,1G,10.0,6.25,9.5833333335,8.502,6.26,8.333333333,7.553333333,,7.986866666600001,Ametista,0
2024,RA-854,9,Feminino,2022,1G,10.0,7.0,10.0,9.502,6.26,5.833333333,6.333333333,,7.826199999900001,Ametista,0
2024,RA-1415,10,Feminino,2024,1G,5.0,6.75,9.7727272725,8.002,6.26,7.291666667,7.056666667,,7.3712454546,Ametista,-1
2024,RA-842,10,Feminino,2022,1G,5.0,7.5,7.549407115,8.502,6.26,6.875,6.996666667,,7.072914756400001,Ametista,-1
2024,RA-700,11,Feminino,2022,1G,5.0,5.25,9.564393939,8.502,5.635,7.291666667,7.0,,7.005745454500001,Ametista,-1
2024,RA-1416,12,Feminino,2024,1G,5.0,7.75,8.2765151515,8.502,7.51,7.916666667,6.386666667,,7.375503030400001,Ametista,-1
2024,RA-911,12,Masculino,2023,1G,5.0,4.5,4.772727273,8.002,7.51,6.041666667,4.726666667,,5.4552454547,Quartzo,-2
2024,RA-859,9,Feminino,2022,1G,10.0,8.0,9.337121212,8.002,7.51,8.958333333,8.336666667,,8.5817909091,Topázio,0
2024,RA-860,9,Masculino,2022,1G,10.0,8.5,9.7916666665,9.002,7.51,8.75,7.946666667,,8.7738666667,Topázio,0
2024,RA-727,10,Masculino,2022,1G,10.0,8.5,8.4848484845,10.002,6.26,8.125,8.056666667,,8.447003030300001,Topázio,0
2024,RA-1417,10,Masculino,2024,1G,5.0,9.0,9.337121212,9.002,7.51,6.25,6.5,,7.7436242424,Ametista,-1
2024,RA-910,9,Masculino,2023,1G,10.0,7.5,8.674242424500001,8.502,7.51,7.916666667,7.443333333,,8.1163818182,Topázio,0
2024,RA-840,10,Masculino,2022,1G,10.0,8.0,9.337121212,9.502,7.51,8.333333333,7.946666667,,8.5912909091,Topázio,0
2024,RA-926,10,Feminino,2023,1G,5.0,7.0,9.7727272725,9.002,7.51,8.333333333,7.22,,7.7830787878,Ametista,-1
2024,RA-1418,11,Masculino,2024,1G,5.0,8.25,9.128787879,8.502,7.51,7.916666667,6.833333333,,7.7352909091000015,Ametista,-1
2024,RA-927,10,Feminino,2023,1G,10.0,6.5,9.318181818,8.002,7.51,8.333333333,7.22,,7.9921696969000005,Ametista,0
2024,RA-672,11,Feminino,2021,1H,5.0,0.0,3.9525691700000003,7.918,6.26,6.041666667,4.496666667,,4.2118138341,Quartzo,-1
2024,RA-1043,11,Masculino,2023,1H,5.0,8.25,7.994071146,10.002,7.51,7.291666667,6.553333333,,7.539847562500002,Ametista,-1
2024,RA-738,10,Feminino,2022,1H,5.0,7.25,7.292490119,10.002,6.885,6.875,7.39,,7.2626980238000005,Ametista,-1
2024,RA-1419,10,Feminino,2024,1H,10.0,7.5,10.0,8.502,7.51,8.958333333,8.783333333,,8.7536999999,Topázio,0
2024,RA-704,12,Masculino,2022,1H,5.0,6.5,8.646245059,7.502,5.635,6.458333333,6.616666667,,6.8121156785000005,Agata,-1
2024,RA-705,12,Masculino,2022,1H,5.0,3.5,6.4285714285,9.002,5.005,5.625,4.226666667,,5.294247619100001,Quartzo,-1
2024,RA-822,12,Masculino,2022,1H,5.0,6.75,4.6245059285,0.0,5.01,6.666666667,6.61,,5.2645678524,Quartzo,-2
2024,RA-740,11,Feminino,2022,1H,5.0,8.0,9.555335968,9.002,7.51,8.541666667,8.223333333,,8.1611005269,Topázio,-1
2024,RA-741,12,Feminino,2022,1H,5.0,3.75,5.2964426875,8.418,5.005,5.833333333,4.223333333,,5.0795885374,Quartzo,-1
2024,RA-1420,12,Masculino,2024,1H,5.0,4.5,5.520833333500001,7.918,6.26,6.458333333,5.44,,5.6558,Quartzo,-2
2024,RA-709,12,Feminino,2022,1H,5.0,6.0,7.994071146,7.418,7.51,6.875,6.773333333,,6.833780895800001,Agata,-1
2024,RA-1421,11,Masculino,2024,1H,5.0,7.5,6.777777778,9.002,7.51,6.875,7.163333333,,7.126922222200001,Ametista,-1
2024,RA-1422,11,Feminino,2024,1J,5.0,4.75,7.5,9.502,7.51,8.125,7.7475,,7.0132,Ametista,-1
2024,RA-1423,11,Masculino,2024,1J,5.0,5.75,5.3125,8.502,7.51,7.8125,6.5425,,6.403450000000001,Agata,-1
2024,RA-733,10,Feminino,2022,1J,5.0,9.25,10.0,10.002,7.51,8.90625,9.085,,8.808825,Topázio,-1
2024,RA-836,11,Masculino,2022,1J,5.0,2.75,6.439393939,9.502,7.51,7.34375,6.25,,6.0234537878,Agata,-1
2024,RA-1424,12,Feminino,2024,1J,5.0,7.25,8.9444444445,9.002,7.51,7.8125,6.915,,7.5543388889,Ametista,-1
2024,RA-1425,12,Masculino,2024,1J,5.0,7.0,6.7976190475,9.002,7.51,7.34375,5.92,,6.8290988095000005,Agata,-1
2024,RA-1426,11,Feminino,2023,1J,5.0,2.75,5.845238095,9.502,7.51,7.5,5.8325,,5.8367476190000005,Quartzo,-1
2024,RA-716,11,Masculino,2022,1J,5.0,5.75,5.5335968375,9.002,7.51,6.71875,5.7875,,6.2372943675000005,Agata,-1
2024,RA-1049,11,Masculino,2023,1J,5.0,4.5,8.03030303,9.502,7.51,7.65625,6.745,,6.821885606,Agata,-1
2024,RA-1427,11,Feminino,2024,1J,5.0,8.0,10.0,9.502,7.51,8.90625,8.6675,,8.425325,Topázio,-1
2024,RA-1052,10,Masculino,2023,1J,5.0,8.25,9.128787879,5.834,6.26,8.59375,8.4975,,7.744032575800001,Ametista,-1
2024,RA-719,12,Masculino,2021,1J,5.0,6.5,7.3484848485,10.002,7.51,7.5,6.7425,,7.1193969697,Ametista,-1
2024,RA-1055,12,Masculino,2023,1J,5.0,5.5,5.7954545455,10.002,7.51,7.1875,5.87,,6.403040909100001,Agata,-2
2024,RA-747,12,Feminino,2022,1K,5.0,2.25,8.095238095,10.002,5.005,7.083333333,5.335,,5.8450809523,Quartzo,-2
2024,RA-928,9,Feminino,2023,1K,10.0,8.75,10.0,8.002,7.51,8.541666667,8.59,,8.8733666667,Topázio,0
2024,RA-748,11,Masculino,2021,1K,5.0,7.75,10.0,9.502,7.51,8.75,8.005,,8.2272,Topázio,-1
2024,RA-769,11,Feminino,2022,1K,5.0,6.0,5.9523809525,10.002,7.51,7.916666667,8.33,,7.099342857200002,Ametista,-1
2024,RA-876,9,Masculino,2023,1K,10.0,3.75,9.0476190475,8.502,7.51,8.333333333,8.09,,7.612057142800001,Ametista,0
2024,RA-776,11,Feminino,2022,1K,5.0,0.0,5.9523809525,7.917,5.63,8.333333333,6.5,,5.178509523800001,Quartzo,-1
2024,RA-753,10,Feminino,2022,1K,5.0,8.5,9.047619048,10.002,7.51,8.333333333,8.255,,8.2450571429,Topázio,-1
2024,RA-601,10,Masculino,2021,1K,5.0,8.75,10.0,9.502,7.505,8.75,8.425,,8.5107,Topázio,-1
2024,RA-955,11,Feminino,2023,1K,5.0,5.75,6.904761905,0.0,7.51,8.125,8.255,,6.245452381,Agata,-1
2024,RA-831,10,Masculino,2022,1K,5.0,7.75,9.523809524,10.002,6.26,7.916666667,8.17,,8.0066285715,Topázio,-1
2024,RA-1067,11,Masculino,2023,1K,5.0,6.75,8.333333332999999,10.002,7.51,8.541666667,8.59,,7.840033333300001,Ametista,-1
2024,RA-1058,10,Feminino,2023,1K,5.0,7.75,8.095238095,9.168,6.88,8.125,8.085,,7.703347619,Ametista,-1
2024,RA-757,11,Feminino,2022,1K,5.0,7.0,9.285714286000001,9.502,7.51,8.125,8.34,,7.938842857200001,Ametista,-1
2024,RA-794,10,Feminino,2022,1K,10.0,3.0,6.9047619045,9.502,7.51,8.125,8.255,,7.145652380900001,Ametista,0
2024,RA-960,11,Masculino,2023,1K,5.0,3.0,8.095238095,0.0,7.51,7.5,5.33,,5.286047619,Quartzo,-1
2024,RA-587,12,Masculino,2022,1L,5.0,6.25,7.380952381,9.002,7.51,7.916666667,5.74,,6.817057142900001,Agata,-2
2024,RA-826,10,Masculino,2022,1L,5.0,6.75,10.0,10.002,6.26,7.5,8.59,,7.9442,Ametista,-1
2024,RA-789,9,Feminino,2022,1L,10.0,5.25,9.047619048,9.002,7.51,9.166666667,8.085,,8.0443904763,Topázio,0
2024,RA-1056,10,Masculino,2023,1L,5.0,8.25,9.2857142855,8.502,7.51,9.166666667,8.335,,8.192009523800001,Topázio,-1
2024,RA-1428,10,Masculino,2024,1L,5.0,8.0,8.8562091505,8.502,7.51,9.166666667,8.085,,8.006108496800001,Topázio,-1
2024,RA-830,11,Feminino,2022,1L,5.0,6.75,7.619047619,9.002,5.63,8.333333333,7.335,,7.1373428571,Ametista,-1
2024,RA-780,11,Feminino,2022,1L,5.0,6.0,10.0,9.502,5.63,8.958333333,8.17,,7.7430333333,Ametista,-1
2024,RA-1057,10,Feminino,2023,1L,5.0,8.0,10.0,10.002,6.26,8.75,8.17,,8.2352,Topázio,-1
2024,RA-1062,10,Masculino,2023,1L,5.0,7.25,9.047619048,8.002,5.63,8.75,8.085,,7.6147238096,Ametista,-1
2024,RA-1429,11,Masculino,2024,1L,5.0,7.75,8.888888889,9.502,7.51,8.958333333,8.085,,8.041811111100001,Topázio,-1
2024,RA-1430,11,Masculino,2024,1L,5.0,6.25,10.0,8.502,7.51,8.958333333,8.085,,7.864033333300001,Ametista,-1
2024,RA-767,12,Masculino,2021,1L,5.0,8.25,9.0476190475,9.502,7.51,8.541666667,8.085,,8.131890476200002,Topázio,-2
2024,RA-943,9,Feminino,2023,1L,10.0,8.0,10.0,10.002,7.51,8.958333333,8.59,,8.965033333300001,Topázio,0
2024,RA-782,10,Masculino,2022,1L,10.0,7.75,7.8571428569999995,9.502,7.51,7.5,8.085,,8.1896285714,Topázio,0
2024,RA-795,10,Feminino,2022,1L,5.0,9.5,9.761904762,9.502,6.26,8.958333333,8.085,,8.441414285700002,Topázio,-1
2024,RA-1431,11,Feminino,2024,1M,5.0,8.0,7.7432712215,9.002,7.51,7.96875,9.09,,7.9147292443,Ametista,-1
2024,RA-1432,10,Feminino,2024,1M,5.0,9.5,10.0,10.002,7.51,9.21875,8.505,,8.774075000000002,Topázio,-1
2024,RA-1433,10,Feminino,2024,1M,5.0,8.75,9.068322981,8.502,7.51,8.28125,8.505,,8.1939895962,Topázio,-1
2024,RA-1434,10,Masculino,2024,1M,5.0,9.0,7.9813664595,8.502,6.26,9.53125,9.76,,8.2775982919,Topázio,-1
2024,RA-958,9,Feminino,2023,1M,10.0,10.0,10.0,10.002,6.26,9.53125,9.76,,9.531325,Topázio,0
2024,RA-961,10,Masculino,2023,1M,5.0,5.5,8.8923395445,9.002,6.26,5.9375,5.155,,6.529417908900001,Agata,-1
2024,RA-1435,10,Masculino,2024,1M,10.0,7.5,7.833333333500001,9.502,7.51,7.1875,6.165,,7.7196166667,Ametista,0
2024,RA-755,10,Masculino,2022,1M,5.0,9.75,10.0,10.002,7.51,9.0625,9.09,,8.925450000000001,Topázio,-1
2024,RA-1436,11,Feminino,2024,1M,5.0,8.0,8.674948240500001,7.418,7.51,8.28125,7.17,,7.589914648100001,Ametista,-1
2024,RA-1437,11,Feminino,2024,1M,5.0,8.0,9.347826087,8.502,7.51,8.28125,7.92,,7.982890217400001,Ametista,-1
2024,RA-1438,10,Feminino,2024,1M,5.0,7.0,9.0,10.002,7.51,8.90625,9.175,,8.176825000000001,Topázio,-1
2024,RA-1439,11,Feminino,2024,1M,5.0,8.5,10.0,7.502,7.51,9.375,9.345,,8.507700000000002,Topázio,-1
2024,RA-1440,10,Feminino,2024,1M,5.0,4.5,9.544513457499999,9.002,7.51,8.75,8.17,,7.469102691500001,Ametista,-1
2024,RA-1441,9,Masculino,2024,1M,10.0,8.5,9.109730849,9.502,7.51,9.375,9.005,,8.961646169800002,Topázio,0
2024,RA-1442,13,Masculino,2024,1M,5.0,7.25,8.674948240500001,8.002,7.51,7.5,5.745,,7.135189648100001,Ametista,-2
2024,RA-1443,13,Feminino,2024,1N,5.0,6.75,7.5,6.918,6.26,7.708333333,7.415,,6.921633333300001,Agata,-2
2024,RA-1444,11,Masculino,2024,1N,5.0,6.0,5.277777778,8.502,7.51,7.708333333,7.415,,6.610588888900001,Agata,-1
2024,RA-956,12,Masculino,2023,1N,5.0,3.25,6.017786561,9.502,6.885,7.083333333,7.085,,6.1175906455,Agata,-1
2024,RA-952,9,Masculino,2023,1N,10.0,8.5,9.545454545,9.502,6.26,8.333333333,9.175,,8.853624242300002,Topázio,0
2024,RA-939,12,Feminino,2023,1N,5.0,5.0,8.8833992095,9.002,5.63,8.125,7.495,,7.051379841899999,Ametista,-1
2024,RA-953,9,Feminino,2023,1N,10.0,8.5,6.85770751,9.002,6.26,8.125,7.755,,7.961241502000001,Ametista,0
2024,RA-954,9,Feminino,2023,1N,10.0,7.75,8.8833992095,9.502,6.26,8.125,7.835,,8.2823798419,Topázio,0
2024,RA-792,11,Feminino,2022,1N,5.0,3.25,5.2865612650000005,8.502,7.51,8.125,7.075,,6.036012253,Agata,-1
2024,RA-1000,9,Feminino,2023,1N,10.0,7.75,9.5454545455,9.002,6.26,8.125,7.835,,8.364790909100002,Topázio,0
2024,RA-763,11,Feminino,2021,1N,5.0,5.25,8.8636363635,9.002,6.26,7.708333333,6.825,,6.984760606,Agata,-1
2024,RA-1001,10,Feminino,2023,1N,5.0,7.75,9.347826087,7.502,7.51,7.916666667,7.92,,7.7964318841,Ametista,-1
2024,RA-1445,10,Feminino,2024,1N,5.0,7.25,9.5,9.502,7.51,7.916666667,7.5,,7.842866666700001,Ametista,-1
2024,RA-1446,9,Masculino,2024,1N,10.0,0.0,6.6501976285,8.002,6.26,7.291666667,7.075,,5.9004061924,Quartzo,0
2024,RA-768,12,Feminino,2021,1N,5.0,5.5,7.9841897235,9.002,6.26,8.125,7.495,,7.0345379447,Ametista,-1
2024,RA-1447,11,Feminino,2024,1N,5.0,5.25,9.7368421055,9.502,7.51,7.916666667,7.75,,7.5402350878,Ametista,-1
2024,RA-980,9,Feminino,2023,1P,10.0,6.25,9.058441558,9.002,7.51,7.5,7.4175,,7.946388311600001,Ametista,0
2024,RA-982,8,Masculino,2023,1P,10.0,8.25,8.365800865499999,10.002,7.51,6.875,6.79,,8.119860173100001,Topázio,0
2024,RA-1448,13,Feminino,2024,1P,5.0,6.0,9.5346320345,9.002,7.51,7.5,7.29,,7.466126406900001,Ametista,-2
2024,RA-1070,12,Masculino,2023,1P,5.0,2.25,9.3073593075,9.002,5.635,6.875,6.6225,,6.287171861500001,Agata,-1
2024,RA-985,9,Masculino,2023,1P,10.0,7.5,10.0,8.502,6.26,7.5,7.585,,8.2432,Topázio,0
2024,RA-986,9,Feminino,2023,1P,10.0,8.5,9.2965367965,10.002,6.26,7.083333333,6.8325,,8.2603406926,Topázio,0
2024,RA-810,10,Masculino,2021,1P,5.0,9.0,9.4736842105,7.502,5.635,6.458333333,7.7525,,7.704770175400001,Ametista,-1
2024,RA-987,9,Masculino,2023,1P,10.0,7.5,9.0692640695,9.002,7.51,7.708333333,7.835,,8.3028861472,Topázio,0
2024,RA-988,10,Feminino,2023,1P,5.0,7.75,10.0,9.502,7.51,8.333333333,7.96,,8.1765333333,Topázio,-1
2024,RA-805,10,Masculino,2021,1R,5.0,6.0,9.523809524,8.502,4.38,7.03125,6.7075,,6.9375869048,Agata,-1
2024,RA-806,10,Masculino,2022,1R,5.0,6.75,6.9047619045,8.502,7.51,7.65625,6.875,,6.972777380900001,Agata,-1
2024,RA-807,10,Masculino,2022,1R,10.0,7.0,7.8571428569999995,9.002,7.51,7.5,7.125,,7.797628571400001,Ametista,0
2024,RA-808,10,Masculino,2022,1R,10.0,8.75,10.0,9.002,7.51,8.125,7.88,,8.7897,Topázio,0
2024,RA-963,10,Feminino,2023,1R,10.0,7.5,9.761904762,7.502,7.51,8.125,8.045,,8.375080952400001,Topázio,0
2024,RA-989,10,Masculino,2023,1R,10.0,6.0,7.8571428569999995,9.502,6.26,7.1875,6.54,,7.3743785714,Ametista,0
2024,RA-964,10,Masculino,2023,1R,5.0,7.25,8.333333332999999,9.502,7.51,7.96875,7.1675,,7.548241666600001,Ametista,-1
2024,RA-1449,10,Feminino,2024,1R,5.0,6.75,8.3333333335,7.418,7.51,7.96875,7.04,,7.214341666700001,Ametista,-1
2024,RA-801,10,Masculino,2022,1R,5.0,8.0,5.75,9.002,7.51,6.25,5.745,,6.6752,Agata,-1
2024,RA-1450,9,Masculino,2024,1R,10.0,3.5,8.571428571,9.502,7.51,7.8125,7.5425,,7.405235714200002,Ametista,0
2024,RA-984,9,Feminino,2023,1R,10.0,7.0,9.761904762,9.502,7.51,8.125,8.045,,8.475080952400003,Topázio,0
2024,RA-1451,11,Feminino,2024,1R,5.0,6.0,8.8095238095,10.002,7.51,7.96875,7.7525,,7.560479761900002,Ametista,-1
2024,RA-967,11,Masculino,2023,1R,5.0,4.75,3.5714285715,9.502,7.51,5.78125,4.995,,5.442610714300001,Quartzo,-1
2024,RA-968,10,Feminino,2023,1R,5.0,7.75,8.8095238095,9.002,7.51,8.4375,7.6675,,7.8403547619000005,Ametista,-1
2024,RA-521,11,Masculino,2022,2A,10.0,6.25,9.0357142855,8.002,5.005,6.666666667,7.276666667,,7.4798428571999995,Ametista,0
2024,RA-821,11,Masculino,2022,2A,10.0,4.25,5.9166666665,8.502,7.51,6.666666667,6.713333333,,6.643866666600001,Agata,0
2024,RA-1075,13,Feminino,2023,2A,5.0,6.0,8.5154061625,7.5,3.755,7.708333333,7.553333333,,6.8100812324,Agata,-1
2024,RA-1048,11,Feminino,2023,2A,10.0,6.25,6.833333333500001,8.502,6.255,7.708333333,8.283333333,,7.5198666666000005,Ametista,1
2024,RA-1082,13,Feminino,2023,2A,5.0,3.75,7.5714285715,7.502,10.0,7.083333333,6.943333333,,6.6114857142,Agata,-1
2024,RA-680,12,Feminino,2021,2A,5.0,3.0,6.6428571430000005,0.0,5.635,6.666666667,6.606666667,,4.9800714287000005,Quartzo,-1
2024,RA-698,10,Masculino,2021,2A,10.0,4.5,8.3214285715,9.002,6.88,7.291666667,7.273333333,,7.3363190476,Ametista,0
2024,RA-1452,12,Masculino,2024,2A,10.0,7.75,10.0,9.002,7.51,7.916666667,8.17,,8.6268666667,Topázio,0
2024,RA-1453,12,Feminino,2021,2A,5.0,6.5,7.8214285715,8.502,6.25,7.5,7.67,,7.1234857143,Ametista,-1
2024,RA-1454,10,Feminino,2023,2A,10.0,7.75,5.880952381,8.002,7.51,7.708333333,8.28,,7.7042238095,Ametista,0
2024,RA-1455,12,Feminino,2024,2A,5.0,3.5,7.777777778,8.002,7.51,7.708333333,7.833333333,,6.6442555555,Agata,-1
2024,RA-529,14,Masculino,2021,2A,5.0,4.25,6.6071428569999995,7.002,4.38,4.791666667,4.886666667,,5.2661285715,Quartzo,-1
2024,RA-1456,11,Masculino,2024,2A,10.0,7.75,9.511904762,9.502,7.51,7.5,7.946666667,,8.492914285800001,Topázio,0
2024,RA-1015,11,Feminino,2023,2B,10.0,4.0,7.8214285715,7.918,7.51,6.041666667,5.66,,6.643252381000002,Agata,0
2024,RA-483,13,Feminino,2021,2B,5.0,5.25,5.6428571430000005,8.502,6.26,8.125,8.056666667,,6.578604762,Agata,-1
